CODFILIAL,SEGMENTO,CATEGORIA,CATEGORIA2,FATURAMENTO,MARGEM,Mes
04,FLV NACIONAIS,MELAO,FRUTAS/FRUTOS,314307.58,29.58732792254%,Jan
09,FLV NACIONAIS,MELAO,FRUTAS/FRUTOS,335246.44,29.7321844044041%,Mar
13,FLV NACIONAIS,MELAO,FRUTAS/FRUTOS,335477.11,15.1457381131011%,Fev
13,FLV NACIONAIS,MELAO,FRUTAS/FRUTOS,343094.96,19.5791137444864%,Mar
04,FLV NACIONAIS,MELAO,FRUTAS/FRUTOS,348400.7,30.1620593184801%,Fev
05,FLV NACIONAIS,MELAO,FRUTAS/FRUTOS,391135.51,30.5619377258792%,Mar
04,FLV NACIONAIS,MELAO,FRUTAS/FRUTOS,404980.4,32.3219874344536%,Mar
11,FLV NACIONAIS,MELAO,FRUTAS/FRUTOS,475194.27,17.6667224059752%,Jan
10,FLV NACIONAIS,MELAO,FRUTAS/FRUTOS,481358.67,32.7620300263837%,Fev
10,FLV NACIONAIS,MELAO,FRUTAS/FRUTOS,499939.07,33.3924981938299%,Mar
11,FLV NACIONAIS,MELAO,FRUTAS/FRUTOS,502908.65,19.0214170167883%,Fev
11,FLV NACIONAIS,MELAO,FRUTAS/FRUTOS,583459.84,19.7957123664244%,Mar
10,FLV NACIONAIS,MELAO,FRUTAS/FRUTOS,714799.56,35.2614348111798%,Jan
13,SEGMENTO ORGANICOS,MELANCIA,FRUTAS/FRUTOS,39.6,15.0856565656566%,Abr
13,SEGMENTO ORGANICOS,MELANCIA,FRUTAS/FRUTOS,40,48.40045%,Fev
16,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,42,-102.5%,Abr
13,SEGMENTO ORGANICOS,MELANCIA,FRUTAS/FRUTOS,60,50%,Mar
13,FLV IMPORTADOS,MELANCIA,FRUTAS/FRUTOS,165.6,13.4833756038647%,Jan
04,SEGMENTO ORGANICOS,MELANCIA,FRUTAS/FRUTOS,170,34.8665058823529%,Jan
21,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,509,-8.90832220039295%,Jan
24,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,1177.5,8.64215541401273%,Abr
23,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,1200.75,20.327175515303%,Abr
24,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,1632.56,-81.0742741461263%,Mar
04,SEGMENTO ORGANICOS,MELANCIA,FRUTAS/FRUTOS,1770,31.2885175141243%,Mar
02,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,2217.2,31.4450658488183%,Abr
16,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,3779.73,31.7538236858188%,Jan
16,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,3955.67,32.1165744361891%,Fev
13,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,5069.95,23.5666144636535%,Abr
23,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,5250.39,36.9840796588444%,Fev
11,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,5560.08,35.0103786276456%,Abr
21,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,7275.36,7.86418747663346%,Mar
23,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,7607.81,18.301561947525%,Mar
16,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,8616.14,32.2712975880151%,Mar
15,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,8956.6,17.0204064042159%,Abr
23,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,10498.79,26.1011510850298%,Jan
02,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,13165.3,21.5046522297252%,Jan
21,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,22784.54,33.4063705038592%,Fev
11,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,23381.7,28.5694573106318%,Fev
13,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,24107.72,38.5733142744316%,Jan
02,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,25411.55,23.8418419970446%,Mar
11,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,25593.04,26.7251993120005%,Mar
11,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,29373,34.1202117250536%,Jan
03,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,49140,0%,Mar
02,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,52777.6,28.2824122923361%,Fev
15,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,69995.75,25.4338665561837%,Mar
15,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,72783.65,22.2454992570447%,Jan
13,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,90287.9499999999,21.8431290222005%,Mar
09,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,91880.35,30.4453964966394%,Abr
04,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,92499.95,35.4277442744564%,Abr
13,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,101747.65,29.971723661431%,Fev
05,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,115026.69,32.0783777747582%,Abr
15,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,126858.91,32.2520874647275%,Fev
10,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,153036.45,34.2287410417584%,Abr
03,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,243259,0%,Jan
09,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,285803.2,34.3693730616033%,Jan
09,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,292731.27,32.304299854949%,Fev
09,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,336678.45,34.1549819805812%,Mar
05,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,382110.52,32.6125691331398%,Jan
05,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,411630.08,33.2476761732282%,Fev
05,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,453655.82,33.4530362996334%,Mar
04,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,563780.39,26.6230899925414%,Jan
04,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,608500.22,29.718300972841%,Fev
10,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,667753.74,37.1082426030291%,Mar
04,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,690867.69,32.0520517669598%,Mar
10,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,693221.69,39.0786628661316%,Fev
10,FLV NACIONAIS,MELANCIA,FRUTAS/FRUTOS,915366.7,42.7254285129664%,Jan
04,SEGMENTO ORGANICOS,MAXIXE,FRUTAS/FRUTOS,199,36.7336683417085%,Fev
13,FLV NACIONAIS,MAXIXE,FRUTAS/FRUTOS,252,41.6666666666667%,Abr
09,FLV NACIONAIS,MAXIXE,FRUTAS/FRUTOS,647.9,51.3339851828986%,Abr
16,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,4,-332.16175%,Mar
23,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,89,6.38021348314606%,Mar
23,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,198,32.0706565656566%,Abr
21,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,207.01,18.0676923820105%,Mar
12,FLV IMPORTADOS,MARACUJA,FRUTAS/FRUTOS,260,1.00426153846155%,Abr
16,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,299,12.2140133779264%,Fev
12,FLV IMPORTADOS,MARACUJA,FRUTAS/FRUTOS,1400,8.07538571428573%,Mar
16,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,1754.65,26.3133781665859%,Jan
12,FLV IMPORTADOS,MARACUJA,FRUTAS/FRUTOS,1960,8.07538571428571%,Fev
15,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,2695,-2.66900853432281%,Jan
13,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,3056,51.2584721858639%,Abr
23,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,3278.2,2.25806814715391%,Jan
02,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,4759,5.35838936751419%,Abr
12,FLV IMPORTADOS,MARACUJA,FRUTAS/FRUTOS,5070,8.61931854043393%,Jan
24,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,5350,18.1301848598131%,Jan
24,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,6051,18.1143298628326%,Abr
15,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,6336.8,25.6952690632496%,Abr
11,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,8346,22.0215277977474%,Abr
24,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,11684.46,-44.8049628309738%,Fev
24,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,12327.75,7.39704179594818%,Mar
02,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,13011.9,9.96840169383411%,Jan
23,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,14155.7,12.3154838686889%,Fev
13,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,15535.9,48.0020289780444%,Mar
15,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,15712,-46.5795562627291%,Mar
09,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,16196.01,10.5892325949416%,Abr
02,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,16890.7,22.3759149117562%,Fev
02,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,20603.5,13.595794355328%,Mar
04,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,21590.24,20.4511668235277%,Abr
13,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,22974,56.7358818229303%,Fev
13,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,25550,20.560555851272%,Jan
21,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,28026.33,22.1513939213589%,Fev
15,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,28471.9,15.8749382373498%,Fev
21,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,28879.7,30.3272872640643%,Jan
05,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,29915.4,41.6756075131872%,Abr
10,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,40038.72,29.7739719951088%,Abr
11,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,43802.66,18.432689407447%,Mar
09,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,56741.46,22.4946761151371%,Fev
09,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,60572.15,10.2360836457017%,Mar
09,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,77109.69,17.9999966800542%,Jan
05,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,79034.09,36.637183663404%,Jan
11,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,82036.22,22.0165679135387%,Fev
04,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,85948.6,37.0008130789797%,Jan
05,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,95048.08,30.7596315359553%,Fev
04,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,104874.86,31.2735157501044%,Mar
03,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,108136,0%,Jan
11,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,110516.9,14.8157041230798%,Jan
03,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,115236,0%,Fev
04,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,116637.92,35.8856893967245%,Fev
05,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,137666,22.2582068266675%,Mar
10,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,180173.12,29.1634651106669%,Mar
10,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,208071.24,27.6021860685792%,Fev
03,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,223315,0%,Mar
10,FLV NACIONAIS,MARACUJA,FRUTAS/FRUTOS,250576.84,35.6029272018915%,Jan
24,FLV NACIONAIS,MANGOSTIN,FRUTAS/FRUTOS,195,21.5384615384615%,Fev
13,SEGMENTO ORGANICOS,MANGA,FRUTAS/FRUTOS,11,29.4947272727273%,Mar
13,SEGMENTO ORGANICOS,MANGA,FRUTAS/FRUTOS,14.4,7.40701388888888%,Jan
13,SEGMENTO ORGANICOS,MANGA,FRUTAS/FRUTOS,30,40.9452%,Fev
13,SEGMENTO ORGANICOS,MANGA,FRUTAS/FRUTOS - ORGANICOS,57.47,-4.03052027144597%,Abr
10,SEGMENTO ORGANICOS,MANGA,FRUTAS/FRUTOS - ORGANICOS,75,55.6%,Fev
13,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS - ORGANICOS,108.5,47.9858525345622%,Fev
04,SEGMENTO ORGANICOS,MANGA,FRUTAS/FRUTOS,160.75,19.2502706065319%,Abr
13,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS - ORGANICOS,229.4,65.2213775065388%,Jan
21,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,375,1.75654933333333%,Abr
19,SEGMENTO ORGANICOS,MANGA,FRUTAS/FRUTOS - ORGANICOS,480,64.2%,Mar
13,FLV IMPORTADOS,MANGA,FRUTAS/FRUTOS,1341,15.0787121551081%,Jan
13,SEGMENTO ORGANICOS,MANGA,FRUTAS/FRUTOS - ORGANICOS,2465.59,65.167459309942%,Fev
13,SEGMENTO ORGANICOS,MANGA,FRUTAS/FRUTOS - ORGANICOS,2700.95,48.0811881004832%,Mar
04,SEGMENTO ORGANICOS,MANGA,FRUTAS/FRUTOS,2919.4,25.9293543193807%,Fev
04,SEGMENTO ORGANICOS,MANGA,FRUTAS/FRUTOS,2968.64,25.2623056349035%,Jan
13,SEGMENTO ORGANICOS,MANGA,FRUTAS/FRUTOS - ORGANICOS,5367.44,54.2313620645969%,Jan
04,SEGMENTO ORGANICOS,MANGA,FRUTAS/FRUTOS,6289.25,26.7761473943634%,Mar
24,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,8952,13.1124746425381%,Abr
16,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,9090.5,17.6569293218195%,Abr
02,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,9284.22,12.4342189219988%,Fev
11,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,13402.42,16.4856179704859%,Abr
13,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,13589.34,13.9084460319633%,Abr
24,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,14489.99,25.3027089735742%,Fev
21,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,14739.15,17.1946960306396%,Jan
02,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,16001.08,-10.2991297462421%,Jan
15,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,18326.94,-1.19452298092315%,Fev
16,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,20902.2,19.8694481442145%,Fev
16,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,21403.65,12.5490809277857%,Jan
02,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,23442.24,-20.4514943537819%,Abr
24,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,24125.34,14.6122829357016%,Mar
21,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,25152.67,40.5369327391485%,Fev
15,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,27513,9.67678068549413%,Abr
23,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,28210.48,11.8274528118628%,Abr
24,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,28890.08,18.1368137436794%,Jan
23,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,32053.1,13.3050559540262%,Jan
21,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,32908.45,23.8825959290091%,Mar
09,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,41715.25,12.4865517047123%,Abr
23,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,50695.9,6.34033519475941%,Fev
16,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,51438.25,16.6121715260531%,Mar
11,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,52528.55,20.2769485927177%,Jan
13,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,52738.43,14.3778186798507%,Mar
02,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,59677.82,8.01609648274686%,Mar
15,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,59777.4,26.3234952841709%,Jan
13,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,60380.39,22.7626978891657%,Fev
15,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,64933.79,-21.5417427967781%,Mar
13,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,65465.26,15.0739612124049%,Jan
23,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,75017.63,18.1174000698236%,Mar
11,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,80101.94,21.3273845052941%,Fev
03,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,124200,0%,Jan
11,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,128851.74,10.6294817439019%,Mar
04,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,133150.36,29.535254414633%,Abr
05,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,140199.07,22.1665536155125%,Abr
10,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,141298.12,28.3339971968488%,Abr
09,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,152266.43,30.4724800075763%,Fev
09,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,156887.45,16.3474017966382%,Jan
09,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,194755.42,21.5164983803789%,Mar
05,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,459335.370000002,30.2903333222527%,Fev
04,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,459459.950000002,27.3664601191031%,Jan
10,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,464564.959999999,27.4112369968669%,Jan
04,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,477964.980000003,31.2445898630487%,Fev
10,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,505884.090000001,36.27471286555%,Fev
05,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,527599.770000001,29.5459425257143%,Jan
10,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,547938.69,31.0176346590893%,Mar
04,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,606441.14,28.9717698406808%,Mar
05,FLV NACIONAIS,MANGA,FRUTAS/FRUTOS,618356.310000002,28.1160392638351%,Mar
05,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,-441.130000000001,19.2741255412239%,Mar
09,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS,-196,14.9248571428572%,Mar
15,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,65,31.0536307692308%,Mar
09,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,72.8,24.4505494505495%,Jan
21,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,93,22.674064516129%,Mar
04,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,110.3,10.0414687216682%,Fev
04,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,135,34.2103703703704%,Abr
09,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,136,29.2258161764706%,Abr
15,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,184,26.5509130434783%,Mar
11,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,207,16.5425458937198%,Mar
16,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,310.5,29.0243961352657%,Abr
23,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,311,-0.321543408360125%,Mar
13,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,536,29.0836175373134%,Abr
23,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,612,23.5294117647059%,Mar
23,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,650,35.3846153846154%,Fev
15,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,710,24.2561028169014%,Fev
16,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,885,15.9065468926554%,Fev
04,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,943,8.07533191940615%,Jan
04,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS,1045,43.8978564593302%,Mar
16,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,1049,22.4285433746425%,Mar
04,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS,1090,31.0585559633028%,Fev
09,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS,1225,14.9248546938775%,Fev
16,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,1388,17.948878962536%,Fev
05,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,2100,27.0138333333333%,Abr
05,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,2384.65,27.3831463736817%,Fev
09,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,2543.5,24.3146160802044%,Abr
13,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,2722.9,22.526840868192%,Jan
13,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,3427.85,22.297694181484%,Mar
24,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,4624,13.1267644896194%,Abr
13,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,4891.78,18.429701867214%,Fev
24,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,5533.88,2.85573467440566%,Mar
16,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,5886,21.0779082568807%,Mar
13,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,6382.15,31.2240602304866%,Abr
16,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,6584.3,21.9213397020185%,Abr
09,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,6760.3,31.3477999497064%,Fev
24,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,6857,-18.6246183462156%,Jan
15,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,8879,21.5955922964298%,Fev
11,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,9077.5,11.1952111264114%,Abr
11,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,9143,20.9555780378431%,Abr
24,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,9375.8,-6.37301798246543%,Fev
02,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,10468.84,16.3045936321503%,Abr
23,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,14577.25,17.5271259668319%,Abr
04,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,16063.65,22.1144616572199%,Fev
04,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,16489.9,28.1764013123184%,Abr
05,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,17972.4,25.0150756715852%,Fev
09,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,21537.35,44.5191950263148%,Mar
15,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,22552.6,30.3775882603336%,Abr
04,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,23419,22.2433250779282%,Jan
13,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,24399.3,32.5184913091769%,Mar
13,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,31097.4,37.8093048614997%,Fev
13,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,33175.29,37.7292310029543%,Abr
15,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,39581.98,20.4497405384976%,Mar
04,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,40135.66,27.1880432513132%,Mar
21,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,40705.82,24.027852651046%,Fev
16,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,42991,21.5016426461352%,Fev
16,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,43557.35,27.0444851442983%,Jan
05,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,45298.59,24.356429791744%,Abr
02,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,45682.06,17.9411743034355%,Fev
13,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,45800.05,25.093916120179%,Jan
02,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,51973.86,23.3769059100093%,Jan
23,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,52088.07,17.6639039035234%,Jan
11,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,53317,22.8043493819983%,Mar
16,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,57927.6,23.9959874222305%,Mar
09,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,64991.63,25.5139554124124%,Abr
23,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,66781.43,18.3814770812784%,Fev
02,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,67305.98,20.3173927190422%,Mar
11,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,69651.98,25.5453052160183%,Mar
21,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,75782.11,26.4490503233547%,Jan
23,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,76360.19,14.1803773144095%,Mar
05,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,84973.84,27.6803283692959%,Abr
13,SEGMENTO ORGANICOS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,98743.94,22.2167322571897%,Jan
04,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,100981.38,29.6364037409669%,Abr
15,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,105807.22,41.0938952464681%,Jan
11,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,107212.46,25.7234317820895%,Fev
03,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,112896,0%,Fev
03,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,112896,0%,Mar
05,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS - ORGANICOS,132680.23,26.4702257826957%,Mar
11,FLV NACIONAIS,MAMAO,FRUTAS/FRUTOS,159408.16,22.0538185184498%,Jan
