CATEGORIA,CATEGORIA2,SEGMENTO,Mes,FATURAMENTO,MARGEM
PHYSALIS,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,2127.8099999999995,0.59
PHYSALIS,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,2234.649999999999,0.51
PHYSALIS,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Mar,2443.4,0.54
PIMENTA,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,10554.35,0.48
PIMENTA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,36424.08,0.32
PIMENTA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,36578.32,0.3
PIMENTA,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,45162.74,0.4
PIMENTA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Abr,284.6,0.47
PIMENTA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,4025.840000000001,0.39
PIMENTA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,3587.0799999999995,0.49
PIMENTA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Mar,5495.49,0.48
PIMENTA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Abr,435.0,0.33
PIMENTA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Fev,1040.73,0.33
PIMENTA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Jan,1452.15,0.31
PIMENTA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Mar,3049.5,0.35
PIMENTA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,11813.71,0.24
PIMENTA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,30108.480000000003,0.36
PIMENTA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,76074.79000000001,0.3
PIMENTA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,67214.53,0.38
PIMENTA,TUBERCULOS - ORGANICOS,FLV NACIONAIS,Abr,73.5,0.49
PIMENTA,TUBERCULOS - ORGANICOS,FLV NACIONAIS,Fev,204.0,0.44
PIMENTA,TUBERCULOS - ORGANICOS,FLV NACIONAIS,Jan,310.2,0.44
PIMENTA,TUBERCULOS - ORGANICOS,FLV NACIONAIS,Mar,746.0999999999999,0.4
PIMENTA,TUBERCULOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,914.9,0.65
PIMENTA,TUBERCULOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,9327.849999999999,0.65
PIMENTA,TUBERCULOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,9051.15,0.55
PIMENTA,TUBERCULOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,10887.6,0.54
PIMENTA,VERDURAS,FLV NACIONAIS,Abr,991.1199999999999,0.3
PIMENTA,VERDURAS,FLV NACIONAIS,Fev,3614.5500000000006,0.33
PIMENTA,VERDURAS,FLV NACIONAIS,Jan,2497.24,0.31
PIMENTA,VERDURAS,FLV NACIONAIS,Mar,5773.759999999998,0.21
PIMENTA,VERDURAS,SEGMENTO ORGANICOS,Fev,29.0,-0.06
PIMENTAO,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,142.5,0.31
PIMENTAO,FRUTAS/FRUTOS,FLV IMPORTADOS,Mar,758.4,0.3
PIMENTAO,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,271747.72000000003,0.29
PIMENTAO,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,684479.81,0.27
PIMENTAO,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,734272.3299999998,0.32
PIMENTAO,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,737759.2799999998,0.31
PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Abr,202.2,0.33
PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Fev,533.8,0.35
PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Jan,433.70000000000005,0.42
PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Mar,599.0,0.37
PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,700.52,0.62
PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,5056.08,0.45
PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,5396.7300000000005,0.4
PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,9725.130000000001,0.48
PINHA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,-234.0,0.43
PINHAO,SEMENTES,FLV IMPORTADOS,Abr,14220.0,0.2
PINHAO,SEMENTES,FLV NACIONAIS,Abr,60499.75,0.29
PITAYA,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,33284.94,0.23
PITAYA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,254400.63999999996,0.21
PITAYA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,189463.40999999997,0.26
PITAYA,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,317110.44000000006,0.26
PITAYA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Abr,8203.539999999997,0.2
PITAYA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,105389.44999999994,0.38
PITAYA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,33291.450000000004,0.29
PITAYA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Mar,65179.71000000006,0.33
PITAYA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Jan,242.5,0.09
PITAYA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Mar,110.0,0.18
PITAYA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,233.0,0.63
PITAYA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,810.5,0.42
PITAYA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,1508.5,0.32
PITAYA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,812.2,0.53
PONKAN,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,89711.96,0.25
PONKAN,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,2720.0,0.32
PONKAN,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,237439.33000000002,0.24
PUPUNHA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,1460.0,0.4
PUPUNHA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,650.0,0.36
PUPUNHA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,285.0,0.35
PUPUNHA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Mar,550.0,0.34
QUIABO,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,3029.25,0.47
QUIABO,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,13126.340000000004,0.34
QUIABO,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,14207.28,0.35
QUIABO,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,10151.920000000002,0.49
QUIABO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,40.5,0.23
QUIABO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,82.5,0.24
QUIABO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,126.0,0.27
QUIABO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,40.5,0.31
QUIABO,TUBERCULOS,FLV NACIONAIS,Fev,40350.0,0.39
QUIABO,TUBERCULOS,FLV NACIONAIS,Jan,7000.0,0.47
RADICCHIO,VERDURAS,FLV NACIONAIS,Abr,594.0,0.38
RADICCHIO,VERDURAS,FLV NACIONAIS,Fev,261.0,-0.24
RADICCHIO,VERDURAS,FLV NACIONAIS,Jan,1064.0,0.14
RADICCHIO,VERDURAS,FLV NACIONAIS,Mar,346.5,0.24
REPOLHO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Abr,50.0,0.36
REPOLHO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Mar,25.0,0.37
REPOLHO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,67.0,0.4
REPOLHO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,132.0,0.65
REPOLHO,LEGUMES - ORGANICOS,FLV NACIONAIS,Abr,111.0,0.33
REPOLHO,LEGUMES - ORGANICOS,FLV NACIONAIS,Fev,159.67,0.64
REPOLHO,LEGUMES - ORGANICOS,FLV NACIONAIS,Jan,475.1,0.24
REPOLHO,LEGUMES - ORGANICOS,FLV NACIONAIS,Mar,655.85,0.33
REPOLHO,LEGUMES - ORGANICOS,SEGMENTO ORGANICOS,Abr,2129.3,0.31
REPOLHO,LEGUMES - ORGANICOS,SEGMENTO ORGANICOS,Fev,17420.710000000003,0.4
REPOLHO,LEGUMES - ORGANICOS,SEGMENTO ORGANICOS,Jan,12643.670000000002,0.33
REPOLHO,LEGUMES - ORGANICOS,SEGMENTO ORGANICOS,Mar,25228.54,0.44
REPOLHO,TUBERCULOS - ORGANICOS,FLV NACIONAIS,Abr,58.1,0.34
REPOLHO,TUBERCULOS - ORGANICOS,FLV NACIONAIS,Fev,33.2,0.34
REPOLHO,TUBERCULOS - ORGANICOS,FLV NACIONAIS,Jan,81.4,0.32
REPOLHO,TUBERCULOS - ORGANICOS,FLV NACIONAIS,Mar,220.90000000000003,0.33
REPOLHO,TUBERCULOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,549.8000000000001,0.53
REPOLHO,TUBERCULOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,2499.5199999999995,0.43
REPOLHO,TUBERCULOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,1566.0200000000007,0.39
REPOLHO,TUBERCULOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,3081.8399999999992,0.41
REPOLHO,VERDURAS,FLV NACIONAIS,Abr,167672.35,0.23
REPOLHO,VERDURAS,FLV NACIONAIS,Fev,590244.1199999999,0.24
REPOLHO,VERDURAS,FLV NACIONAIS,Jan,478658.8400000002,0.34
REPOLHO,VERDURAS,FLV NACIONAIS,Mar,766302.5599999995,0.18
REPOLHO,VERDURAS - ORGANICAS,FLV NACIONAIS,Abr,134.0,0.33
REPOLHO,VERDURAS - ORGANICAS,FLV NACIONAIS,Fev,631.6,0.3
REPOLHO,VERDURAS - ORGANICAS,FLV NACIONAIS,Jan,418.1,0.29
REPOLHO,VERDURAS - ORGANICAS,FLV NACIONAIS,Mar,698.8000000000002,0.33
REPOLHO,VERDURAS - ORGANICAS,SEGMENTO ORGANICOS,Abr,1921.6799999999998,0.42
REPOLHO,VERDURAS - ORGANICAS,SEGMENTO ORGANICOS,Fev,11501.009999999998,0.42
REPOLHO,VERDURAS - ORGANICAS,SEGMENTO ORGANICOS,Jan,9233.760000000002,0.42
REPOLHO,VERDURAS - ORGANICAS,SEGMENTO ORGANICOS,Mar,13300.599999999999,0.38
ROMA,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,4728.92,0.25
ROMA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,12353.29,0.24
ROMA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,16683.129999999997,-0.44
ROMA,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,18650.559999999998,0.12
ROMA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Abr,1471.9999999999998,0.34
ROMA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,7290.3,0.44
ROMA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,9240.760000000002,0.27
ROMA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Mar,6924.550000000003,0.27
SERIGUELA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,48.0,0.09
SERIGUELA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,30.02,0.39
TAMARA,FRUTAS/FRUTOS,FLV IMPORTADOS,Abr,1695.0,0.33
TAMARA,FRUTAS/FRUTOS,FLV IMPORTADOS,Fev,26174.0,0.3
TAMARA,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,13161.0,0.2
TAMARA,FRUTAS/FRUTOS,FLV IMPORTADOS,Mar,127668.0,0.3
TAMARA,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,200.0,0.43
TAMARILLO,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,15.0,-0.26
TAMARILLO,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,89.0,-1.15
TAMARILLO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,103.82,0.39
TAMARILLO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,21.760000000000005,0.1
TAMARILLO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Mar,136.0,0.37
TAMARINDO,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,4950.0,0.33
TAMARINDO,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,16634.4,0.54
TAMARINDO,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,6764.200000000001,0.65
TAMARINDO,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,16183.2,0.47
TANGERINA,FRUTAS/FRUTOS,FLV IMPORTADOS,Abr,128596.0,0.36
TANGERINA,FRUTAS/FRUTOS,FLV IMPORTADOS,Fev,75007.0,0.1
TANGERINA,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,427264.0,0.24
TANGERINA,FRUTAS/FRUTOS,FLV IMPORTADOS,Mar,330673.0,0.34
TANGERINA,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,52973.64,0.29
TANGERINA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,153735.01,0.23
TANGERINA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,127275.01000000001,0.27
TANGERINA,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,312660.35,0.18
TOMATE,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,855.0,0.28
TOMATE,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,827376.8500000001,0.36
TOMATE,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,2209117.86,0.26
TOMATE,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,2197768.38,0.3
TOMATE,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,3234708.73,0.28
TOMATE,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Abr,3765.1699999999996,0.44
TOMATE,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,21670.13,0.43
TOMATE,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,19455.359999999993,0.48
TOMATE,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Mar,16118.740000000002,0.45
TOMATE,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Abr,125.8,0.42
TOMATE,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Fev,584.5,0.32
TOMATE,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Jan,931.25,0.54
TOMATE,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Mar,755.05,0.41
TOMATE,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,2442.59,0.33
TOMATE,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,7711.1,0.42
TOMATE,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,23951.1,0.33
TOMATE,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,9472.830000000002,0.36
TOMILHO,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,6.0,0.33
TOMILHO,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,15.0,0.33
TOMILHO,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,101.0,0.0
TOMILHO,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,51.0,0.33
TOMILHO,TEMPEROS,FLV NACIONAIS,Abr,234.0,0.11
TOMILHO,TEMPEROS,FLV NACIONAIS,Fev,535.5,0.11
TOMILHO,TEMPEROS,FLV NACIONAIS,Jan,355.5,0.11
TOMILHO,TEMPEROS,FLV NACIONAIS,Mar,513.0,0.11
UVA,FRUTAS/FRUTOS,FLV IMPORTADOS,Abr,3125.0,0.04
UVA,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,9525.0,0.11
UVA,FRUTAS/FRUTOS,FLV IMPORTADOS,Mar,110.0,0.17
UVA,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,251312.4,0.21
UVA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,1383923.21,0.23
UVA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,1380201.2,0.22
UVA,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,1962138.34,0.18
UVA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,16.0,0.26
UVA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,396.0,0.36
UVA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Mar,9.0,0.21
UVA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,90.0,0.15
UVA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,1281.0,0.25
UVA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,272.0,0.02
UVA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,620.0,0.23
VAGEM,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,16017.309999999998,0.29
VAGEM,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,76898.95,0.25
VAGEM,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,71247.70000000001,0.35
VAGEM,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,87307.94,0.23
VAGEM,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,119.0,0.43
VAGEM,LEGUMES - ORGANICOS,FLV NACIONAIS,Fev,64.4,0.5
VAGEM,LEGUMES - ORGANICOS,SEGMENTO ORGANICOS,Fev,1720.2499999999995,0.53
VAGEM,LEGUMES - ORGANICOS,SEGMENTO ORGANICOS,Jan,1219.6000000000001,0.47
VAGEM,LEGUMES - ORGANICOS,SEGMENTO ORGANICOS,Mar,64.8,0.31
